s0,s10,s90,s90d,red_flag
99,75,98,11,0
101,49,26,0,0
57,46,13,0,0
41,31,5,4,0
103,80,86,9,0
48,28,14,2,0
113,72,136,27,0
48,28,10,0,0
41,35,15,0,0
112,82,94,12,0
89,71,74,12,0
85,88,84,6,0
43,30,15,0,0
110,71,122,23,0
46,35,10,2,0
42,37,12,3,0
96,80,90,8,0
66,40,15,1,0
103,72,44,0,0
105,76,92,14,0
104,64,89,11,0
94,79,72,15,0
114,84,99,9,0
60,33,26,0,0
108,84,129,15,0
108,74,96,14,0
105,79,118,18,0
100,68,112,15,0
33,27,8,0,0
29,27,2,4,0
49,32,12,7,0
102,84,117,27,0
32,33,12,0,0
99,58,52,9,0
43,42,16,2,0
96,103,120,15,0
47,37,10,0,0
108,67,96,13,0
11,18,17,0,0
104,71,65,0,0
59,38,14,1,0
98,68,72,14,0
103,77,103,1,0
51,39,12,0,0
47,34,10,4,0
101,58,68,9,0
97,76,83,8,0
98,77,57,4,0
115,81,172,30,0
95,81,93,8,0
101,77,85,5,0
45,29,10,4,0
103,75,100,7,0
72,35,20,1,0
103,80,106,15,0
17,8,23,1,0
44,24,13,0,0
94,50,29,0,0
96,72,78,10,0
102,74,95,16,0
78,44,19,0,0
95,76,73,11,0
36,26,11,2,0
94,75,81,12,0
112,79,155,24,0
41,29,14,0,0
122,66,126,20,0
100,71,89,7,0
103,68,30,0,0
98,82,86,14,0
41,33,7,0,0
102,90,121,9,0
39,28,11,3,0
42,32,13,3,0
40,35,21,1,0
37,30,6,3,0
35,23,7,4,0
106,83,89,10,0
102,71,71,5,0
55,37,8,4,0
100,93,95,20,0
125,143,249,248,1
100,88,67,10,0
101,77,79,16,0
100,70,83,16,0
102,77,72,10,0
39,27,8,3,0
109,89,120,13,0
101,73,105,13,0
101,68,90,14,0
107,70,71,4,0
45,29,5,0,0
13,19,18,0,0
39,36,17,3,0
101,76,88,23,0
91,76,62,11,0
94,32,29,0,0
37,32,12,0,0
110,79,75,9,0
38,31,14,3,0
40,31,8,0,0
45,35,9,4,0
96,68,74,14,0
91,78,83,15,0
110,66,84,12,0
114,43,135,24,0
32,28,11,0,0
44,31,7,0,0
106,85,108,7,0
118,92,139,23,0
107,69,93,24,0
73,62,54,11,0
81,40,24,4,0
101,84,83,12,0
49,31,18,5,0
116,83,130,11,0
33,39,17,4,0
107,113,134,32,0
98,78,64,7,0
36,24,12,5,0
43,35,7,2,0
64,34,11,0,0
36,26,16,0,0
107,76,104,7,0
37,29,12,5,0
53,35,17,0,0
41,36,13,4,0
96,75,76,13,0
112,72,72,9,0
109,82,115,22,0
95,43,27,0,0
40,29,10,5,0
102,82,155,29,0
107,54,29,1,0
83,29,16,5,0
103,72,61,10,0
33,18,9,0,0
113,87,142,20,0
110,81,90,21,0
114,83,107,20,0
41,30,7,0,0
44,30,11,3,0
106,82,94,20,0
51,32,22,0,0
108,61,88,8,0
97,70,78,7,0
119,70,99,5,0
117,52,91,15,0
191,128,141,21,0
108,72,92,12,0
57,19,47,8,0
45,36,5,7,0
117,87,122,20,0
38,33,6,1,0
31,30,10,4,0
42,33,13,0,0
98,82,121,16,0
42,32,10,3,0
43,34,7,0,0
110,89,101,29,0
42,32,14,0,0
111,68,66,14,0
94,48,18,0,0
35,34,8,0,0
56,39,16,1,0
105,70,100,10,0
100,60,58,6,0
47,32,7,10,0
47,33,7,0,0
47,38,13,2,0
120,78,98,15,0
77,59,112,88,1
39,37,13,3,0
86,63,73,8,0
100,67,119,7,0
92,75,75,11,0
99,71,132,7,0
111,59,114,20,0
31,14,10,0,0
106,82,105,12,0
106,51,110,14,0
42,31,14,3,0
98,62,81,5,0
102,44,41,5,0
51,44,16,0,0
45,41,11,0,0
100,74,80,9,0
29,31,10,0,0
53,29,14,1,0
33,30,7,0,0
39,35,17,0,0
94,67,58,12,0
9,7,6,0,0
42,27,12,4,0
98,86,68,4,0
42,31,15,0,0
101,75,71,15,0
47,38,14,0,0
108,84,127,20,0
111,74,95,15,0
34,31,15,1,0
56,35,17,0,0
64,75,109,84,1
34,31,15,1,0
107,87,84,18,0
40,36,15,0,0
95,72,80,20,0
58,45,13,0,0
60,38,12,0,0
107,77,74,8,0
40,34,8,0,0
92,47,22,0,0
37,34,14,5,0
42,31,20,1,0
47,28,11,0,0
92,73,57,11,0
91,75,87,13,0
44,35,13,0,0
48,30,10,3,0
102,88,77,20,0
111,111,132,14,0
98,73,107,9,0
103,63,92,11,0
110,88,126,9,0
113,55,26,0,0
109,78,76,10,0
102,74,85,8,0
37,28,10,3,0
32,30,11,0,0
103,63,80,12,0
100,81,90,16,0
36,31,21,0,0
53,36,14,0,0
112,68,118,14,0
106,78,87,18,0
29,31,7,3,0
91,66,90,20,0
102,85,103,17,0
37,38,11,0,0
97,83,95,13,0
43,36,4,0,0
43,33,23,1,0
39,25,14,0,0
98,50,26,2,0
101,75,106,19,0
112,92,116,21,0
92,82,102,7,0
46,43,3,0,0
92,62,98,11,0
92,63,83,18,0
116,81,121,24,0
86,72,74,10,0
39,27,12,0,0
43,29,11,1,0
96,88,73,5,0
103,66,100,14,0
42,27,16,2,0
95,63,83,12,0
38,30,13,1,0
36,33,22,2,0
65,143,107,7,0
48,25,11,2,0
96,67,66,11,0
44,38,12,2,0
114,100,129,31,0
81,34,10,1,0
98,78,84,12,0
32,21,13,1,0
35,34,18,1,0
42,30,5,0,0
47,30,14,0,0
112,80,125,25,0
113,79,110,8,0
34,33,5,1,0
95,83,81,15,0
42,42,14,0,0
50,47,12,0,0
118,108,104,17,0
48,26,7,0,0
119,66,97,12,0
101,73,76,12,0
52,29,11,0,0
93,84,92,11,0
54,33,19,0,0
34,31,17,0,0
96,63,84,2,0
73,45,46,135,1
218,199,249,248,1
38,18,13,0,0
111,71,137,9,0
46,16,10,0,0
26,21,8,0,0
108,75,76,6,0
48,29,17,2,0
60,64,65,28,0
38,29,8,0,0
105,61,104,20,0
55,31,15,0,0
97,73,67,5,0
36,26,11,0,0
101,78,85,12,0
32,25,12,4,0
109,76,106,10,0
36,21,14,2,0
110,85,110,20,0
37,29,18,1,0
92,36,24,3,0
28,23,15,4,0
30,25,16,4,0
40,32,9,0,0
107,99,136,26,0
116,76,132,28,0
96,79,71,4,0
43,31,13,1,0
29,25,5,1,0
95,81,105,14,0
108,83,63,15,0
94,63,88,17,0
32,35,8,0,0
94,60,83,13,0
43,31,13,0,0
31,30,4,2,0
81,44,16,0,0
93,74,62,9,0
108,56,41,2,0
116,76,85,7,0
110,81,119,12,0
93,47,24,2,0
44,37,15,0,0
74,75,105,66,1
91,47,28,0,0
48,30,12,1,0
127,80,108,21,0
106,46,24,3,0
29,23,5,0,0
50,33,14,0,0
31,26,16,4,0
94,70,82,9,0
39,32,13,4,0
94,79,104,16,0
47,35,10,3,0
55,29,9,1,0
105,64,80,11,0
96,66,45,5,0
31,34,6,0,0
68,79,83,41,1
102,81,92,9,0
42,33,14,2,0
69,54,151,57,1
94,52,25,2,0
35,30,9,2,0
42,26,11,0,0
112,91,129,19,0
54,28,12,0,0
43,26,13,0,0
39,28,10,4,0
43,33,24,0,0
105,71,78,14,0
46,28,58,9,0
53,26,7,0,0
90,43,39,0,0
44,33,17,4,0
116,87,121,18,0
91,85,114,20,0
51,38,9,4,0
108,82,94,20,0
43,36,6,0,0
37,32,5,0,0
66,33,15,0,0
50,35,15,0,0
114,85,92,17,0
38,29,9,2,0
87,69,75,10,0
74,36,18,2,0
31,22,12,2,0
112,89,78,15,0
99,78,81,12,0
34,28,5,1,0
91,80,52,4,0
89,40,21,1,0
71,41,11,1,0
43,29,9,3,0
89,42,20,1,0
107,84,118,13,0
44,26,10,2,0
107,79,112,14,0
106,85,72,9,0
48,32,22,1,0
97,40,17,2,0
41,28,10,1,0
42,47,13,0,0
90,71,120,7,0
116,91,122,19,0
98,72,69,11,0
116,103,106,25,0
112,70,88,18,0
33,28,7,3,0
43,32,14,0,0
37,38,10,3,0
41,37,14,0,0
22,9,28,2,0
39,29,12,2,0
98,84,111,9,0
98,84,105,14,0
91,56,22,0,0
47,34,13,0,0
110,92,134,21,0
57,45,18,2,0
125,86,116,19,0
24,24,13,3,0
104,66,115,4,0
114,64,99,7,0
37,22,13,0,0
47,25,11,0,0
35,35,18,1,0
103,73,77,8,0
104,82,109,14,0
39,32,8,0,0
112,87,106,16,0
40,25,21,0,0
98,73,62,3,0
79,68,52,9,0
42,28,11,0,0
105,90,113,21,0
112,82,137,14,0
129,85,98,10,0
108,74,103,14,0
108,70,80,14,0
33,16,18,0,0
106,82,91,9,0
35,35,23,0,0
36,30,8,0,0
86,44,33,0,0
93,80,68,12,0
103,84,141,23,0
37,27,18,1,0
40,34,16,1,0
27,24,20,4,0
58,35,16,0,0
50,39,22,2,0
40,38,12,3,0
109,74,71,10,0
36,26,11,6,0
124,80,127,13,0
99,72,88,9,0
107,80,108,10,0
14,15,21,0,0
97,85,100,11,0
108,73,108,12,0
58,46,16,0,0
102,46,19,0,0
111,83,74,13,0
96,80,79,9,0
105,82,109,8,0
99,79,84,6,0
120,116,158,23,0
40,37,12,1,0
118,83,177,24,0
44,24,17,0,0
48,26,21,0,0
30,20,5,2,0
95,70,96,9,0
31,34,4,1,0
98,82,116,18,0
38,29,15,0,0
113,48,35,2,0
47,25,12,4,0
91,48,28,5,0
54,35,21,1,0
52,38,17,0,0
70,74,91,76,1
60,33,17,2,0
102,71,75,8,0
41,41,13,2,0
93,71,89,6,0
119,92,124,28,0
99,70,81,8,0
49,40,19,0,0
94,72,73,5,0
100,74,67,7,0
105,45,32,2,0
42,28,16,2,0
61,92,114,114,1
32,36,3,0,0
59,35,14,0,0
52,30,14,0,0
47,39,10,2,0
99,68,83,12,0
59,83,65,62,1
102,84,88,9,0
46,32,12,1,0
86,62,49,7,0
57,30,11,4,0
32,31,9,3,0
91,77,72,13,0
105,79,101,13,0
110,74,114,7,0
49,29,26,2,0
93,76,67,6,0
42,29,12,0,0
78,46,23,3,0
98,76,89,16,0
91,52,35,1,0
43,31,11,0,0
45,83,116,108,1
91,73,81,19,0
39,29,12,0,0
121,84,137,16,0
111,51,96,18,0
99,78,100,23,0
37,54,136,120,1
45,28,14,2,0
95,66,76,2,0
93,81,91,21,0
46,35,11,0,0
100,71,73,5,0
97,72,106,14,0
43,35,11,0,0
99,71,93,14,0
104,63,112,15,0
95,66,70,7,0
43,31,13,0,0
89,68,68,5,0
31,27,10,4,0
98,77,70,6,0
44,33,14,2,0
93,66,75,9,0
35,28,9,1,0
48,30,20,1,0
101,72,86,10,0
40,32,12,0,0
89,51,32,0,0
39,27,7,0,0
44,36,8,1,0
95,88,85,11,0
41,33,14,4,0
46,53,148,107,1
100,64,92,14,0
101,73,99,10,0
101,69,98,4,0
84,41,33,2,0
29,30,9,0,0
111,74,94,6,0
108,93,92,16,0
109,60,59,7,0
43,37,10,0,0
45,28,13,3,0
31,20,15,2,0
58,31,16,9,0
99,90,91,9,0
114,84,152,37,1
29,20,9,0,0
43,30,10,0,0
62,52,81,8,0
101,76,86,5,0
109,65,83,10,0
75,35,17,0,0
90,51,25,1,0
41,26,22,3,0
36,24,8,0,0
92,71,75,8,0
42,38,11,0,0
33,24,7,1,0
108,70,63,7,0
98,54,71,10,0
41,31,6,2,0
44,33,11,1,0
92,67,89,14,0
77,69,104,55,1
50,35,15,3,0
44,39,12,0,0
43,32,11,0,0
106,65,104,17,0
42,34,10,0,0
94,74,76,2,0
109,69,92,16,0
36,28,16,0,0
29,24,17,4,0
38,33,13,2,0
85,37,22,0,0
109,88,88,11,0
43,31,9,2,0
101,78,94,9,0
108,92,84,26,0
97,85,101,29,0
36,30,16,4,0
40,26,8,3,0
53,35,13,1,0
117,101,88,11,0
104,67,78,10,0
50,42,13,1,0
108,83,95,14,0
96,67,83,5,0
86,53,46,3,0
36,31,20,1,0
37,28,13,3,0
50,32,12,0,0
16,16,7,2,0
111,53,125,16,0
46,41,12,0,0
99,64,73,16,0
100,44,27,1,0
100,100,96,14,0
104,69,84,7,0
59,31,14,0,0
46,36,15,0,0
54,29,53,1,0
128,117,156,41,1
86,55,117,17,0
54,37,12,0,0
76,71,120,84,1
106,87,136,18,0
42,32,10,0,0
113,78,120,20,0
45,30,12,4,0
105,73,78,8,0
124,78,117,25,0
125,60,90,14,0
49,36,14,0,0
99,49,27,3,0
42,27,9,1,0
107,85,96,7,0
32,25,14,4,0
119,80,125,12,0
36,32,6,0,0
111,75,83,14,0
99,69,103,11,0
89,67,55,22,0
64,72,52,7,0
31,29,9,0,0
101,63,82,10,0
69,78,106,96,1
43,33,11,0,0
44,32,13,2,0
124,85,157,18,0
97,61,61,12,0
90,70,99,11,0
102,63,77,6,0
93,56,56,7,0
42,31,11,3,0
35,26,17,7,0
50,35,16,0,0
106,73,77,7,0
87,44,21,3,0
91,78,92,14,0
35,25,56,4,0
87,27,49,1,0
98,60,23,1,0
35,30,10,1,0
39,34,10,4,0
108,82,91,6,0
35,29,8,0,0
110,63,106,19,0
45,30,16,1,0
113,92,127,25,0
54,30,12,0,0
55,33,11,1,0
112,75,99,20,0
105,69,83,11,0
39,29,9,0,0
89,67,67,12,0
37,28,16,4,0
86,69,65,8,0
46,39,13,2,0
47,31,16,0,0
108,81,108,25,0
125,86,150,29,0
95,71,55,7,0
93,85,112,8,0
37,27,15,0,0
96,56,29,4,0
93,70,64,11,0
84,54,67,1,0
87,68,81,3,0
99,55,27,5,0
32,30,11,0,0
97,73,86,12,0
94,64,62,9,0
41,31,17,4,0
98,64,82,7,0
101,86,83,8,0
108,77,97,12,0
122,75,99,13,0
52,25,16,0,0
31,27,10,2,0
85,76,58,6,0
110,97,105,10,0
104,81,108,8,0
93,68,64,7,0
36,35,11,1,0
81,35,12,3,0
70,89,89,94,1
97,82,80,19,0
106,85,119,18,0
98,77,96,6,0
39,38,10,0,0
45,37,12,0,0
80,81,89,16,0
41,29,23,0,0
113,78,84,9,0
44,29,17,0,0
111,79,88,10,0
92,42,16,5,0
83,34,26,0,0
105,73,96,16,0
35,34,9,0,0
46,24,15,2,0
42,34,16,2,0
42,37,13,3,0
89,67,77,5,0
106,83,79,14,0
45,35,14,0,0
99,103,127,18,0
102,74,82,3,0
112,86,118,12,0
110,68,98,10,0
101,76,113,21,0
112,86,128,20,0
103,81,116,13,0
107,76,134,14,0
101,75,120,15,0
32,23,28,6,0
97,68,100,11,0
44,36,9,0,0
96,43,20,2,0
91,50,29,1,0
105,55,78,14,0
110,82,102,11,0
117,73,96,14,0
100,63,74,12,0
87,51,11,2,0
41,30,8,2,0
95,76,121,18,0
97,87,89,11,0
42,34,11,0,0
99,71,92,12,0
118,96,123,15,0
100,83,90,10,0
89,79,50,6,0
94,49,28,0,0
94,42,24,0,0
45,25,13,0,0
44,39,12,0,0
103,97,152,23,0
92,49,32,7,0
57,31,41,6,0
48,38,11,4,0
61,45,20,0,0
58,39,14,3,0
86,44,30,0,0
98,50,19,0,0
112,76,85,22,0
100,57,97,18,0
48,41,13,0,0
101,76,85,11,0
35,27,10,2,0
32,32,11,1,0
105,68,91,13,0
101,71,73,12,0
98,38,28,3,0
101,57,31,0,0
61,32,10,5,0
114,69,112,14,0
94,69,83,19,0
113,67,94,17,0
51,33,10,0,0
108,79,122,17,0
101,71,84,19,0
25,29,14,0,0
46,33,13,0,0
98,66,89,8,0
99,65,93,15,0
37,61,21,4,0
99,69,105,13,0
100,71,57,7,0
94,50,24,0,0
88,86,55,21,0
39,28,18,5,0
102,36,25,4,0
44,29,13,2,0
102,76,68,8,0
42,29,20,0,0
104,76,74,19,0
111,81,117,10,0
35,31,14,1,0
102,77,120,17,0
113,78,119,27,0
97,73,50,11,0
42,24,7,0,0
95,66,80,8,0
98,66,66,8,0
47,31,18,2,0
39,36,18,0,0
92,55,55,8,0
42,26,9,0,0
78,45,25,2,0
89,64,69,21,0
119,94,144,23,0
100,42,34,8,0
37,30,8,2,0
103,63,68,8,0
107,88,113,20,0
47,29,18,2,0
95,68,64,5,0
93,71,94,12,0
98,59,29,2,0
51,32,11,3,0
122,78,118,20,0
97,72,81,7,0
34,27,15,2,0
47,26,16,0,0
75,26,16,3,0
100,88,69,6,0
129,77,121,22,0
38,33,10,2,0
40,28,16,6,0
96,50,24,4,0
43,28,10,0,0
102,70,71,6,0
98,71,111,75,1
100,74,65,6,0
41,31,13,0,0
50,39,12,5,0
45,31,14,3,0
46,40,19,1,0
103,64,104,8,0
106,83,103,15,0
95,90,121,21,0
92,82,110,12,0
29,31,9,3,0
117,75,120,14,0
24,21,13,0,0
91,47,24,1,0
106,71,106,15,0
97,62,73,11,0
40,31,4,1,0
43,28,11,0,0
51,31,18,4,0
42,33,7,0,0
36,26,17,2,0
44,31,17,3,0
105,73,129,16,0
34,39,11,0,0
104,42,37,1,0
29,23,10,4,0
110,76,94,18,0
43,25,18,3,0
57,46,35,1,0
46,27,83,7,0
39,31,12,0,0
104,78,87,12,0
43,18,51,3,0
97,52,26,0,0
30,25,13,0,0
97,51,40,5,0
104,55,28,0,0
41,31,11,0,0
120,80,78,18,0
46,36,19,4,0
43,39,9,0,0
103,68,108,16,0
38,22,8,1,0
40,31,18,2,0
87,74,85,11,0
110,75,83,10,0
37,28,12,0,0
51,26,9,0,0
48,35,10,0,0
102,74,82,4,0
42,36,9,2,0
45,28,8,0,0
30,27,9,2,0
100,74,82,16,0
101,78,75,15,0
90,73,70,14,0
41,26,15,0,0
41,26,14,0,0
99,91,126,34,0
101,76,85,11,0
106,78,98,5,0
39,30,10,5,0
45,33,16,0,0
40,18,8,2,0
111,90,101,17,0
111,88,116,19,0
98,82,88,17,0
106,73,84,10,0
117,82,99,8,0
103,41,32,2,0
96,70,64,8,0
89,69,69,11,0
93,66,83,8,0
34,24,4,3,0
94,76,81,6,0
81,20,29,1,0
96,73,80,9,0
110,80,121,14,0
50,36,18,0,0
107,79,105,12,0
106,70,86,11,0
39,36,10,1,0
40,28,8,1,0
95,70,85,12,0
109,55,55,0,0
86,43,21,8,0
105,99,77,5,0
48,38,12,5,0
87,62,66,16,0
103,74,78,14,0
39,32,8,2,0
31,33,12,0,0
36,15,10,1,0
103,68,89,11,0
122,82,107,20,0
112,88,127,15,0
38,22,15,0,0
43,38,15,0,0
13,19,12,0,0
115,89,98,7,0
39,27,16,0,0
89,45,32,3,0
110,57,105,7,0
44,39,14,0,0
34,28,4,3,0
44,30,21,1,0
47,30,14,1,0
74,36,15,0,0
108,77,107,16,0
101,84,81,14,0
87,69,53,15,0
106,85,79,7,0
121,91,113,21,0
113,81,102,10,0
46,30,14,1,0
103,71,105,8,0
39,29,15,3,0
111,93,130,12,0
96,67,67,9,0
113,92,134,27,0
29,31,11,0,0
94,71,76,13,0
64,40,20,0,0
43,34,7,0,0
119,89,103,15,0
44,29,13,0,0
42,35,7,0,0
98,83,112,12,0
41,34,9,0,0
43,40,13,0,0
98,71,60,8,0
86,40,26,0,0
35,32,6,6,0
44,39,16,0,0
43,31,14,0,0
99,51,34,3,0
87,72,109,11,0
100,67,99,16,0
45,32,16,4,0
44,34,11,0,0
108,68,88,10,0
41,31,10,0,0
96,85,76,7,0
42,29,15,0,0
103,66,110,18,0
84,80,65,11,0
37,31,17,2,0
90,80,82,8,0
103,74,96,8,0
99,84,109,16,0
44,30,10,0,0
50,27,44,5,0
59,86,147,121,1
125,94,132,16,0
106,64,75,23,0
104,105,120,14,0
45,28,9,4,0
115,85,83,11,0
44,27,21,3,0
38,33,10,2,0
48,29,32,7,0
47,34,20,0,0
46,29,7,0,0
52,37,14,1,0
108,77,120,11,0
100,76,93,11,0
46,31,14,0,0
27,16,7,2,0
35,27,14,2,0
37,30,13,2,0
38,26,9,3,0
38,31,9,0,0
40,31,7,0,0
104,45,28,0,0
90,81,97,9,0
108,61,79,13,0
98,39,15,0,0
41,32,14,0,0
88,75,77,12,0
36,31,12,1,0
36,31,13,0,0
31,27,5,0,0
51,34,16,5,0
96,89,100,9,0
39,31,13,9,0
32,24,13,0,0
104,81,83,15,0
43,31,6,0,0
102,79,77,14,0
38,32,13,1,0
40,31,11,4,0
90,66,62,8,0
95,75,97,10,0
116,83,99,9,0
33,21,11,1,0
42,27,12,0,0
98,86,92,10,0
118,107,139,18,0
47,41,27,9,0
114,82,106,22,0
41,29,14,1,0
49,28,16,0,0
93,50,35,1,0
44,34,10,0,0
108,66,93,7,0
42,26,24,0,0
99,73,95,12,0
42,34,6,2,0
42,29,14,1,0
108,69,97,6,0
99,84,93,9,0
107,88,116,12,0
98,69,85,9,0
43,31,7,0,0
59,28,20,0,0
106,90,132,5,0
100,75,72,15,0
62,35,22,0,0
37,29,15,1,0
39,34,14,1,0
98,79,89,9,0
100,59,102,15,0
86,77,249,84,1
120,64,115,55,1
125,89,174,29,0
105,76,122,9,0
118,87,121,15,0
70,27,33,0,0
116,110,118,20,0
41,29,14,0,0
33,30,14,4,0
56,42,12,0,0
127,95,115,15,0
70,62,14,1,0
107,73,89,14,0
48,41,11,2,0
94,89,64,8,0
131,58,111,26,0
122,109,133,13,0
50,26,3,3,0
35,25,9,0,0
39,28,21,0,0
96,43,22,4,0
52,35,13,3,0
113,80,120,19,0
58,34,19,0,0
110,77,104,11,0
45,40,8,0,0
104,60,65,12,0
29,24,51,6,0
103,81,86,8,0
33,32,9,1,0
113,70,119,11,0
27,20,10,1,0
33,32,10,0,0
51,32,19,2,0
35,30,16,3,0
105,74,102,11,0
110,79,102,20,0
43,31,15,2,0
103,79,105,20,0
45,28,5,0,0
102,74,102,15,0
38,30,14,3,0
112,79,93,15,0
95,75,71,5,0
103,74,91,6,0
29,21,16,4,0
35,32,15,2,0
100,58,26,1,0
33,23,9,0,0
42,32,7,3,0
117,73,97,20,0
95,72,118,7,0
96,47,32,5,0
34,35,12,0,0
33,38,12,0,0
39,31,8,1,0
91,38,26,0,0
94,71,72,12,0
102,64,67,15,0
36,31,16,0,0
39,29,5,0,0
38,32,9,0,0
106,72,80,9,0
40,35,16,3,0
83,72,111,92,1
35,31,14,3,0
123,77,149,25,0
42,33,7,2,0
42,26,17,2,0
88,79,106,9,0
41,70,32,18,0
53,31,16,1,0
48,48,11,0,0
47,27,23,1,0
131,103,111,10,0
44,32,18,4,0
35,23,14,0,0
100,38,26,3,0
40,32,10,5,0
45,27,12,4,0
43,27,21,1,0
103,78,61,6,0
99,62,98,5,0
93,70,97,50,1
44,29,18,1,0
64,102,165,66,1
121,70,83,12,0
35,30,10,2,0
55,43,21,0,0
95,59,95,17,0
99,63,64,7,0
91,81,79,14,0
110,81,96,12,0
36,28,13,2,0
105,71,112,10,0
101,70,72,10,0
100,82,85,10,0
92,47,27,0,0
120,96,112,7,0
46,41,5,3,0
35,30,11,4,0
108,50,30,0,0
32,26,9,0,0
39,28,17,7,0
37,22,9,0,0
111,82,128,20,0
42,60,24,0,0
107,85,135,25,0
96,79,112,13,0
85,43,101,5,0
104,82,75,12,0
105,74,59,13,0
37,36,16,0,0
117,88,119,28,0
42,31,10,0,0
97,76,70,12,0
107,81,110,12,0
94,58,54,10,0
101,64,81,19,0
108,83,155,34,0
105,85,80,7,0
105,86,140,17,0
108,64,98,11,0
34,22,10,2,0
120,71,129,11,0
37,30,7,0,0
45,33,14,2,0
123,83,144,18,0
113,75,110,20,0
38,28,10,0,0
100,88,93,12,0
97,80,114,7,0
98,76,113,11,0
90,47,23,2,0
65,33,14,5,0
94,76,87,6,0
34,23,5,0,0
122,90,111,22,0
41,29,18,1,0
115,95,140,24,0
62,54,67,8,0
101,68,56,11,0
100,74,51,14,0
82,39,20,1,0
39,16,6,0,0
104,76,99,10,0
106,76,71,12,0
37,37,9,3,0
40,32,17,0,0
41,25,16,0,0
42,44,12,0,0
23,28,5,0,0
110,76,74,7,0
96,73,55,8,0
52,34,14,1,0
52,30,11,1,0
40,48,16,1,0
96,66,80,11,0
111,82,114,7,0
90,44,23,2,0
60,30,13,0,0
98,45,19,2,0
35,27,11,9,0
123,80,111,10,0
37,25,11,2,0
38,29,12,0,0
98,67,126,16,0
100,74,74,10,0
113,80,143,26,0
118,103,130,15,0
12,21,12,2,0
87,64,77,48,1
102,69,81,2,0
40,28,18,0,0
101,103,86,15,0
37,35,19,0,0
99,78,67,10,0
92,91,139,11,0
115,88,102,14,0
109,63,97,14,0
44,30,12,1,0
107,66,122,19,0
32,30,15,0,0
99,76,101,13,0
42,28,14,4,0
115,91,106,27,0
93,61,88,10,0
95,72,54,8,0
41,31,10,3,0
100,80,100,8,0
97,50,29,3,0
82,83,89,58,1
103,77,98,4,0
45,36,15,2,0
32,26,8,0,0
39,31,12,0,0
42,26,11,1,0
38,31,15,0,0
105,66,97,12,0
45,27,23,1,0
34,30,7,0,0
12,19,10,1,0
114,77,152,23,0
100,59,63,8,0
106,68,68,13,0
35,25,6,0,0
44,27,7,1,0
105,73,80,9,0
102,83,94,16,0
86,43,28,0,0
